image_path,mask_path,type,split
dataset\images\val\1124-dat_png_jpg.rf.wDVWKHnG8NpS651wClke.jpg,dataset\masks\val\1124-dat_png_jpg.rf.wDVWKHnG8NpS651wClke__segment_crack.png,crack,val
dataset\images\val\00039_jpg.rf.wAQ4pec4qv2DCIvN9CcK.jpg,dataset\masks\val\00039_jpg.rf.wAQ4pec4qv2DCIvN9CcK__segment_crack.png,crack,val
dataset\images\val\images340_jpg.rf.wLti6WbKDSbyjI8vbVlh.jpg,dataset\masks\val\images340_jpg.rf.wLti6WbKDSbyjI8vbVlh__segment_crack.png,crack,val
dataset\images\val\00416-Copy_jpg.rf.CPP2LTuehHYa1OD8XYM5.jpg,dataset\masks\val\00416-Copy_jpg.rf.CPP2LTuehHYa1OD8XYM5__segment_crack.png,crack,val
dataset\images\val\00010_jpg.rf.mPhy1S3VhyVQBNQHlc9Q.jpg,dataset\masks\val\00010_jpg.rf.mPhy1S3VhyVQBNQHlc9Q__segment_crack.png,crack,val
dataset\images\val\00215_jpg.rf.wjNhDMtRGYSqI5tzSmWA.jpg,dataset\masks\val\00215_jpg.rf.wjNhDMtRGYSqI5tzSmWA__segment_crack.png,crack,val
dataset\images\val\cracking180_jpg.rf.mrDLcW3i9zpeLAklyPmm.jpg,dataset\masks\val\cracking180_jpg.rf.mrDLcW3i9zpeLAklyPmm__segment_crack.png,crack,val
dataset\images\val\533_jpg.rf.xKFqUBBFHwlz4OvpQ8QG.jpg,dataset\masks\val\533_jpg.rf.xKFqUBBFHwlz4OvpQ8QG__segment_crack.png,crack,val
dataset\images\val\00038_jpg.rf.xjftIM2Z6qwpcAKQYP1j.jpg,dataset\masks\val\00038_jpg.rf.xjftIM2Z6qwpcAKQYP1j__segment_crack.png,crack,val
dataset\images\val\b_38_1_png_jpg.rf.Dh9yIvFOsVPEfdlmeLew.jpg,dataset\masks\val\b_38_1_png_jpg.rf.Dh9yIvFOsVPEfdlmeLew__segment_crack.png,crack,val
dataset\images\val\cracking81_jpg.rf.VZFZJ67uyE3G5YoJJPQN.jpg,dataset\masks\val\cracking81_jpg.rf.VZFZJ67uyE3G5YoJJPQN__segment_crack.png,crack,val
dataset\images\val\1607_jpg.rf.e0nUtbGfG7nLqIW515ua.jpg,dataset\masks\val\1607_jpg.rf.e0nUtbGfG7nLqIW515ua__segment_crack.png,crack,val
dataset\images\val\3128_jpg.rf.nEyiuFmAYErtOGcpVbwI.jpg,dataset\masks\val\3128_jpg.rf.nEyiuFmAYErtOGcpVbwI__segment_crack.png,crack,val
dataset\images\val\cracking4701_jpg.rf.EA0iv6ylQUlEvMtqp88p.jpg,dataset\masks\val\cracking4701_jpg.rf.EA0iv6ylQUlEvMtqp88p__segment_crack.png,crack,val
dataset\images\val\cracking107_jpg.rf.EK5vkoAreviNZpaVwUfX.jpg,dataset\masks\val\cracking107_jpg.rf.EK5vkoAreviNZpaVwUfX__segment_crack.png,crack,val
dataset\images\val\old-stone-wall-with-crack-texture-design_153912-13283_jpg.rf.VdlfQaEnBTCntfDN2CA5.jpg,dataset\masks\val\old-stone-wall-with-crack-texture-design_153912-13283_jpg.rf.VdlfQaEnBTCntfDN2CA5__segment_crack.png,crack,val
dataset\images\val\a_11_7_png_jpg.rf.VnfO3Z5Taplb56Iy2tEk.jpg,dataset\masks\val\a_11_7_png_jpg.rf.VnfO3Z5Taplb56Iy2tEk__segment_crack.png,crack,val
dataset\images\val\2056_jpg.rf.ER7fl6jUc8eeAtXqPkX3.jpg,dataset\masks\val\2056_jpg.rf.ER7fl6jUc8eeAtXqPkX3__segment_crack.png,crack,val
dataset\images\val\cracking0147_jpg.rf.eIB8sNXoVDJPvCtGzZyD.jpg,dataset\masks\val\cracking0147_jpg.rf.eIB8sNXoVDJPvCtGzZyD__segment_crack.png,crack,val
dataset\images\val\cracking413_jpg.rf.050knSsCFL4HZ5tcP1mI.jpg,dataset\masks\val\cracking413_jpg.rf.050knSsCFL4HZ5tcP1mI__segment_crack.png,crack,val
dataset\images\val\cracking0102059_jpg.rf.WOHe2bKoXhqnX6RnbSwZ.jpg,dataset\masks\val\cracking0102059_jpg.rf.WOHe2bKoXhqnX6RnbSwZ__segment_crack.png,crack,val
dataset\images\val\images601_jpg.rf.gJqdCV7tB2aPWt6w0Y9S.jpg,dataset\masks\val\images601_jpg.rf.gJqdCV7tB2aPWt6w0Y9S__segment_crack.png,crack,val
dataset\images\val\1125-dat_png_jpg.rf.WWgVoGdarlK6ePawJRAI.jpg,dataset\masks\val\1125-dat_png_jpg.rf.WWgVoGdarlK6ePawJRAI__segment_crack.png,crack,val
dataset\images\val\2173_jpg.rf.zHym8FTGvbQBAZYtL2I9.jpg,dataset\masks\val\2173_jpg.rf.zHym8FTGvbQBAZYtL2I9__segment_crack.png,crack,val
dataset\images\val\866-dat_png_jpg.rf.htfPxHJ4xWPxyyaNc3hM.jpg,dataset\masks\val\866-dat_png_jpg.rf.htfPxHJ4xWPxyyaNc3hM__segment_crack.png,crack,val
dataset\images\val\cracking0148_jpg.rf.zP3uYw7XEcjEJyxzBwpo.jpg,dataset\masks\val\cracking0148_jpg.rf.zP3uYw7XEcjEJyxzBwpo__segment_crack.png,crack,val
dataset\images\val\00038_jpg.rf.mOcv7IZNhOtKcFahFCcN.jpg,dataset\masks\val\00038_jpg.rf.mOcv7IZNhOtKcFahFCcN__segment_crack.png,crack,val
dataset\images\val\3094_jpg.rf.zklI7SEP29MdTkRThTAw.jpg,dataset\masks\val\3094_jpg.rf.zklI7SEP29MdTkRThTAw__segment_crack.png,crack,val
dataset\images\val\cracking0103_jpg.rf.mUFjs8wOV3FMYJWawFmR.jpg,dataset\masks\val\cracking0103_jpg.rf.mUFjs8wOV3FMYJWawFmR__segment_crack.png,crack,val
dataset\images\val\cracking0102059_jpg.rf.zsUKksbyLypxLDyaHvUr.jpg,dataset\masks\val\cracking0102059_jpg.rf.zsUKksbyLypxLDyaHvUr__segment_crack.png,crack,val
dataset\images\val\cracking521_jpg.rf.5bPbtTfzxpxIEDzq1stT.jpg,dataset\masks\val\cracking521_jpg.rf.5bPbtTfzxpxIEDzq1stT__segment_crack.png,crack,val
dataset\images\val\cracking0102098_jpg.rf.n6Ow79mzo6kwSs8Z5S5z.jpg,dataset\masks\val\cracking0102098_jpg.rf.n6Ow79mzo6kwSs8Z5S5z__segment_crack.png,crack,val
dataset\images\val\1896_jpg.rf.5fs741tNzxGnCwmJGVpp.jpg,dataset\masks\val\1896_jpg.rf.5fs741tNzxGnCwmJGVpp__segment_crack.png,crack,val
dataset\images\val\cracking047_jpg.rf.5x71vkHyqnRFNBD9zQzt.jpg,dataset\masks\val\cracking047_jpg.rf.5x71vkHyqnRFNBD9zQzt__segment_crack.png,crack,val
dataset\images\val\cracking0102104_jpg.rf.67KO0W7TDGSz8mglKSeP.jpg,dataset\masks\val\cracking0102104_jpg.rf.67KO0W7TDGSz8mglKSeP__segment_crack.png,crack,val
dataset\images\val\cracking443_jpg.rf.nUOVRnfOCSd4YhqqdBYJ.jpg,dataset\masks\val\cracking443_jpg.rf.nUOVRnfOCSd4YhqqdBYJ__segment_crack.png,crack,val
dataset\images\val\3353_jpg.rf.6IRis3B7yTQ4OV1X2UlX.jpg,dataset\masks\val\3353_jpg.rf.6IRis3B7yTQ4OV1X2UlX__segment_crack.png,crack,val
dataset\images\val\cracking470_jpg.rf.nvhJ0gIaDOT3DDnEgyhm.jpg,dataset\masks\val\cracking470_jpg.rf.nvhJ0gIaDOT3DDnEgyhm__segment_crack.png,crack,val
dataset\images\val\cracking0102116_jpg.rf.6W3AdxihHJiSjOUOMdYe.jpg,dataset\masks\val\cracking0102116_jpg.rf.6W3AdxihHJiSjOUOMdYe__segment_crack.png,crack,val
dataset\images\val\2380_jpg.rf.aJ5hzKPwRi5hbWsPzRpa.jpg,dataset\masks\val\2380_jpg.rf.aJ5hzKPwRi5hbWsPzRpa__segment_crack.png,crack,val
dataset\images\val\a_143_0_png_jpg.rf.orpMYbqagK0SZMKns4LK.jpg,dataset\masks\val\a_143_0_png_jpg.rf.orpMYbqagK0SZMKns4LK__segment_crack.png,crack,val
dataset\images\val\a_16_2_png_jpg.rf.p77NaOsVJoQgik7t6DWv.jpg,dataset\masks\val\a_16_2_png_jpg.rf.p77NaOsVJoQgik7t6DWv__segment_crack.png,crack,val
dataset\images\val\crack288_jpg.rf.7XLzcFW271E9yOJw6y8N.jpg,dataset\masks\val\crack288_jpg.rf.7XLzcFW271E9yOJw6y8N__segment_crack.png,crack,val
dataset\images\val\RIMG0632_13oex4p5-5wv_jpg.rf.p8XDNloQSMwJr0N5R3eg.jpg,dataset\masks\val\RIMG0632_13oex4p5-5wv_jpg.rf.p8XDNloQSMwJr0N5R3eg__segment_crack.png,crack,val
dataset\images\val\crack235_jpg.rf.pOQlraGyf9bSalmwngf4.jpg,dataset\masks\val\crack235_jpg.rf.pOQlraGyf9bSalmwngf4__segment_crack.png,crack,val
dataset\images\val\1117-dat_png_jpg.rf.tWf53zD7Re6cJ8vJfm1A.jpg,dataset\masks\val\1117-dat_png_jpg.rf.tWf53zD7Re6cJ8vJfm1A__segment_crack.png,crack,val
dataset\images\val\3826_jpg.rf.GOZesi8XfXyXyq2Iy1TI.jpg,dataset\masks\val\3826_jpg.rf.GOZesi8XfXyXyq2Iy1TI__segment_crack.png,crack,val
dataset\images\val\cracking466_jpg.rf.GGaNZ28unTQ2DZzzshAq.jpg,dataset\masks\val\cracking466_jpg.rf.GGaNZ28unTQ2DZzzshAq__segment_crack.png,crack,val
dataset\images\val\1968_jpg.rf.GUG0sbuGvlsZ7xZVg5aw.jpg,dataset\masks\val\1968_jpg.rf.GUG0sbuGvlsZ7xZVg5aw__segment_crack.png,crack,val
dataset\images\val\cracking0153_jpg.rf.uDfoq0U2eEGm7wtWdnq3.jpg,dataset\masks\val\cracking0153_jpg.rf.uDfoq0U2eEGm7wtWdnq3__segment_crack.png,crack,val
dataset\images\val\2460_jpg.rf.uCqVltw6tJT8rlh7KbJu.jpg,dataset\masks\val\2460_jpg.rf.uCqVltw6tJT8rlh7KbJu__segment_crack.png,crack,val
dataset\images\val\1127-dat_png_jpg.rf.HIUMhXVo7lFOaeZZ4Zbi.jpg,dataset\masks\val\1127-dat_png_jpg.rf.HIUMhXVo7lFOaeZZ4Zbi__segment_crack.png,crack,val
dataset\images\val\cement-crack-wall-texture-background-260nw-1154664865_jpg.rf.1qEjWPasw8Axy7sCelZp.jpg,dataset\masks\val\cement-crack-wall-texture-background-260nw-1154664865_jpg.rf.1qEjWPasw8Axy7sCelZp__segment_crack.png,crack,val
dataset\images\val\images657_jpg.rf.uO1UlNKre5pcmcdY19bf.jpg,dataset\masks\val\images657_jpg.rf.uO1UlNKre5pcmcdY19bf__segment_crack.png,crack,val
dataset\images\val\photo_6186122103615503137_y_jpg.rf.HTom6QeKAE4MhaXnwWq9.jpg,dataset\masks\val\photo_6186122103615503137_y_jpg.rf.HTom6QeKAE4MhaXnwWq9__segment_crack.png,crack,val
dataset\images\val\crack300_jpg.rf.HYul5TlrvlZrEIaC4YTg.jpg,dataset\masks\val\crack300_jpg.rf.HYul5TlrvlZrEIaC4YTg__segment_crack.png,crack,val
dataset\images\val\3343_jpg.rf.1lgBiGkc91xVGkLjEIp7.jpg,dataset\masks\val\3343_jpg.rf.1lgBiGkc91xVGkLjEIp7__segment_crack.png,crack,val
dataset\images\val\00013_jpg.rf.24Ur8A8Nfjb8jHYINqgV.jpg,dataset\masks\val\00013_jpg.rf.24Ur8A8Nfjb8jHYINqgV__segment_crack.png,crack,val
dataset\images\val\3596_jpg.rf.v1oH58yxZmpv7TChtaqO.jpg,dataset\masks\val\3596_jpg.rf.v1oH58yxZmpv7TChtaqO__segment_crack.png,crack,val
dataset\images\val\a_36_9_png_jpg.rf.IhizRKrDnyi2vWNdiBb9.jpg,dataset\masks\val\a_36_9_png_jpg.rf.IhizRKrDnyi2vWNdiBb9__segment_crack.png,crack,val
dataset\images\val\images457_jpg.rf.JOdzX4SUBXOM2VTVUhLW.jpg,dataset\masks\val\images457_jpg.rf.JOdzX4SUBXOM2VTVUhLW__segment_crack.png,crack,val
dataset\images\val\shutterstock_229519096_jpg.rf.w1WrhrJ19Et4v5bVyQHQ.jpg,dataset\masks\val\shutterstock_229519096_jpg.rf.w1WrhrJ19Et4v5bVyQHQ__segment_crack.png,crack,val
dataset\images\val\1938_jpg.rf.3BoaXDUk2HO1MzH82ylQ.jpg,dataset\masks\val\1938_jpg.rf.3BoaXDUk2HO1MzH82ylQ__segment_crack.png,crack,val
dataset\images\val\1868_jpg.rf.sIQxGAbY7bVXMWEu2IEU.jpg,dataset\masks\val\1868_jpg.rf.sIQxGAbY7bVXMWEu2IEU__segment_crack.png,crack,val
dataset\images\val\2009_jpg.rf.3XkTbm2sFNumSpiXXTUR.jpg,dataset\masks\val\2009_jpg.rf.3XkTbm2sFNumSpiXXTUR__segment_crack.png,crack,val
dataset\images\val\cracking43_jpg.rf.sjiD5q1814mbSN0pR0iz.jpg,dataset\masks\val\cracking43_jpg.rf.sjiD5q1814mbSN0pR0iz__segment_crack.png,crack,val
dataset\images\val\2505_jpg.rf.3dlSrb7M9RFmxErJcNrn.jpg,dataset\masks\val\2505_jpg.rf.3dlSrb7M9RFmxErJcNrn__segment_crack.png,crack,val
dataset\images\val\2168_jpg.rf.t12ugMgZ8FmHthoDSEKF.jpg,dataset\masks\val\2168_jpg.rf.t12ugMgZ8FmHthoDSEKF__segment_crack.png,crack,val
dataset\images\val\Image_-24-_jpg.rf.X7YMnPB1dRlIDCgzTsNQ.jpg,dataset\masks\val\Image_-24-_jpg.rf.X7YMnPB1dRlIDCgzTsNQ__segment_crack.png,crack,val
dataset\images\val\stone-texture_1194-9141_jpg.rf.XZZGZ1mxUsHjFSIe7OOQ.jpg,dataset\masks\val\stone-texture_1194-9141_jpg.rf.XZZGZ1mxUsHjFSIe7OOQ__segment_crack.png,crack,val
dataset\images\val\cracking168_jpg.rf.41tLuh8VohLoP5JDUdbC.jpg,dataset\masks\val\cracking168_jpg.rf.41tLuh8VohLoP5JDUdbC__segment_crack.png,crack,val
dataset\images\val\2414_jpg.rf.tWNDWm1tTeyzwrFD7XBu.jpg,dataset\masks\val\2414_jpg.rf.tWNDWm1tTeyzwrFD7XBu__segment_crack.png,crack,val
dataset\images\val\Image_-368-_jpg.rf.XdfGdFz8c5oGRIlfYKCJ.jpg,dataset\masks\val\Image_-368-_jpg.rf.XdfGdFz8c5oGRIlfYKCJ__segment_crack.png,crack,val
dataset\images\val\cracking0102083_jpg.rf.Xti9eB9aE7RR1fLtGZ0N.jpg,dataset\masks\val\cracking0102083_jpg.rf.Xti9eB9aE7RR1fLtGZ0N__segment_crack.png,crack,val
dataset\images\val\00019_jpg.rf.XwYRvoJRmH6g2dMMz7dw.jpg,dataset\masks\val\00019_jpg.rf.XwYRvoJRmH6g2dMMz7dw__segment_crack.png,crack,val
dataset\images\val\cracking366_jpg.rf.5gMGAZAbBzHEg0kfUO7F.jpg,dataset\masks\val\cracking366_jpg.rf.5gMGAZAbBzHEg0kfUO7F__segment_crack.png,crack,val
dataset\images\val\a_36_9_png_jpg.rf.uO1KAJeH892ZxtgerDrr.jpg,dataset\masks\val\a_36_9_png_jpg.rf.uO1KAJeH892ZxtgerDrr__segment_crack.png,crack,val
dataset\images\val\crack205_jpg.rf.YMVLzk4Ekl5S4hx97yFf.jpg,dataset\masks\val\crack205_jpg.rf.YMVLzk4Ekl5S4hx97yFf__segment_crack.png,crack,val
dataset\images\val\Image_-599-_jpg.rf.5l1DAWeu17UeHC0kjeWt.jpg,dataset\masks\val\Image_-599-_jpg.rf.5l1DAWeu17UeHC0kjeWt__segment_crack.png,crack,val
dataset\images\val\cracking026_jpg.rf.tyVAz598h5NJ35kxiCa4.jpg,dataset\masks\val\cracking026_jpg.rf.tyVAz598h5NJ35kxiCa4__segment_crack.png,crack,val
dataset\images\val\crack229_jpg.rf.YU4y1iAhHPPUbBRNKKt6.jpg,dataset\masks\val\crack229_jpg.rf.YU4y1iAhHPPUbBRNKKt6__segment_crack.png,crack,val
dataset\images\val\a_36_5_png_jpg.rf.5ZLCkucqB5iswAdsNrME.jpg,dataset\masks\val\a_36_5_png_jpg.rf.5ZLCkucqB5iswAdsNrME__segment_crack.png,crack,val
dataset\images\val\cracking543_jpg.rf.Yif0RvzI8AZBThksYKnZ.jpg,dataset\masks\val\cracking543_jpg.rf.Yif0RvzI8AZBThksYKnZ__segment_crack.png,crack,val
dataset\images\val\cracking450_jpg.rf.6FSEgSNq15JVtqKJgrYf.jpg,dataset\masks\val\cracking450_jpg.rf.6FSEgSNq15JVtqKJgrYf__segment_crack.png,crack,val
dataset\images\val\3563_jpg.rf.yeH38GAPC7rLOteywm3b.jpg,dataset\masks\val\3563_jpg.rf.yeH38GAPC7rLOteywm3b__segment_crack.png,crack,val
dataset\images\val\concrete_cracks16_jpg.rf.Yo0AAsKdokAzhmuxdwML.jpg,dataset\masks\val\concrete_cracks16_jpg.rf.Yo0AAsKdokAzhmuxdwML__segment_crack.png,crack,val
dataset\images\val\crack213_jpg.rf.Yuc1eNlp7wEn8MrTghEE.jpg,dataset\masks\val\crack213_jpg.rf.Yuc1eNlp7wEn8MrTghEE__segment_crack.png,crack,val
dataset\images\val\crack255_jpg.rf.Yobij18EQkfnBOWWtUvJ.jpg,dataset\masks\val\crack255_jpg.rf.Yobij18EQkfnBOWWtUvJ__segment_crack.png,crack,val
dataset\images\val\cracking0102112_jpg.rf.M86S8LSeBc7AfcLiv9a6.jpg,dataset\masks\val\cracking0102112_jpg.rf.M86S8LSeBc7AfcLiv9a6__segment_crack.png,crack,val
dataset\images\val\cracking0101_jpg.rf.zRLg00NieCrzc5f4Wiql.jpg,dataset\masks\val\cracking0101_jpg.rf.zRLg00NieCrzc5f4Wiql__segment_crack.png,crack,val
dataset\images\val\closeup-shot-crack-concrete-wall-1024x629_jpg.rf.Z72UhiBfdkax7yeVg9Y0.jpg,dataset\masks\val\closeup-shot-crack-concrete-wall-1024x629_jpg.rf.Z72UhiBfdkax7yeVg9Y0__segment_crack.png,crack,val
dataset\images\val\1076-dat_png_jpg.rf.MY63TjDYnpKDQq3N1Ci5.jpg,dataset\masks\val\1076-dat_png_jpg.rf.MY63TjDYnpKDQq3N1Ci5__segment_crack.png,crack,val
dataset\images\val\brick_cracking57_jpg.rf.MZm6XY5BFr4neTlzJvmq.jpg,dataset\masks\val\brick_cracking57_jpg.rf.MZm6XY5BFr4neTlzJvmq__segment_crack.png,crack,val
dataset\images\val\1127-dat_png_jpg.rf.0PUvzT8UPlOFDLnLlFQQ.jpg,dataset\masks\val\1127-dat_png_jpg.rf.0PUvzT8UPlOFDLnLlFQQ__segment_crack.png,crack,val
dataset\images\val\410-dat_png_jpg.rf.cEEO2kkCUEsmgaiIl7f1.jpg,dataset\masks\val\410-dat_png_jpg.rf.cEEO2kkCUEsmgaiIl7f1__segment_crack.png,crack,val
dataset\images\val\cracking0126_jpg.rf.0FuNcfDSSDC1f17V8lD2.jpg,dataset\masks\val\cracking0126_jpg.rf.0FuNcfDSSDC1f17V8lD2__segment_crack.png,crack,val
dataset\images\val\crack334_jpg.rf.MvGUx676ju0bM043NSIn.jpg,dataset\masks\val\crack334_jpg.rf.MvGUx676ju0bM043NSIn__segment_crack.png,crack,val
dataset\images\val\2212_jpg.rf.0X1OnpmMsMbYxaGeUH6v.jpg,dataset\masks\val\2212_jpg.rf.0X1OnpmMsMbYxaGeUH6v__segment_crack.png,crack,val
dataset\images\val\cracking540_jpg.rf.0fSBtoMs6g9BBIVXZLYI.jpg,dataset\masks\val\cracking540_jpg.rf.0fSBtoMs6g9BBIVXZLYI__segment_crack.png,crack,val
dataset\images\val\3566_jpg.rf.N0X8SbjWIcjMbMBaQHMC.jpg,dataset\masks\val\3566_jpg.rf.N0X8SbjWIcjMbMBaQHMC__segment_crack.png,crack,val
dataset\images\val\2306_jpg.rf.0auhuM6iY4kPGPHYrB9E.jpg,dataset\masks\val\2306_jpg.rf.0auhuM6iY4kPGPHYrB9E__segment_crack.png,crack,val
dataset\images\val\crack280_jpg.rf.MvmZRucRQ6GTEXZXadhi.jpg,dataset\masks\val\crack280_jpg.rf.MvmZRucRQ6GTEXZXadhi__segment_crack.png,crack,val
dataset\images\val\1749_jpg.rf.cB1taWhHhtbZIppGUOt6.jpg,dataset\masks\val\1749_jpg.rf.cB1taWhHhtbZIppGUOt6__segment_crack.png,crack,val
dataset\images\val\crack-in-a-wall-A0XGBX_jpg.rf.N6L0rewcZjXfGw4ujIrX.jpg,dataset\masks\val\crack-in-a-wall-A0XGBX_jpg.rf.N6L0rewcZjXfGw4ujIrX__segment_crack.png,crack,val
dataset\images\val\Basement-Wall-Crack-Repair_jpg.rf.NJ7l39KmUGhxbaFynJEX.jpg,dataset\masks\val\Basement-Wall-Crack-Repair_jpg.rf.NJ7l39KmUGhxbaFynJEX__segment_crack.png,crack,val
dataset\images\val\images660_jpg.rf.N9hi4sFcDGmNcf5ssuI4.jpg,dataset\masks\val\images660_jpg.rf.N9hi4sFcDGmNcf5ssuI4__segment_crack.png,crack,val
dataset\images\val\00346-Copy_jpg.rf.dZW5mbCCNdFkUUjJp7vb.jpg,dataset\masks\val\00346-Copy_jpg.rf.dZW5mbCCNdFkUUjJp7vb__segment_crack.png,crack,val
dataset\images\val\3588_jpg.rf.N9yf7Eq55t9uyjNKvX6Q.jpg,dataset\masks\val\3588_jpg.rf.N9yf7Eq55t9uyjNKvX6Q__segment_crack.png,crack,val
dataset\images\val\2162_jpg.rf.dayGK44sT60U8V7LGOUW.jpg,dataset\masks\val\2162_jpg.rf.dayGK44sT60U8V7LGOUW__segment_crack.png,crack,val
dataset\images\val\2015_jpg.rf.Nd4bnoxs92PCPpUqRLo2.jpg,dataset\masks\val\2015_jpg.rf.Nd4bnoxs92PCPpUqRLo2__segment_crack.png,crack,val
dataset\images\val\crack369_jpg.rf.dl7lrvy5YqQgfe50VcnR.jpg,dataset\masks\val\crack369_jpg.rf.dl7lrvy5YqQgfe50VcnR__segment_crack.png,crack,val
dataset\images\val\2370_jpg.rf.yoIE60UkrhMWZpEwE7tb.jpg,dataset\masks\val\2370_jpg.rf.yoIE60UkrhMWZpEwE7tb__segment_crack.png,crack,val
dataset\images\val\2300_jpg.rf.e1x9d3nsaIOdKX62Knhz.jpg,dataset\masks\val\2300_jpg.rf.e1x9d3nsaIOdKX62Knhz__segment_crack.png,crack,val
dataset\images\val\1119-dat_png_jpg.rf.qgD2CCe9FUTvgP3PFXvW.jpg,dataset\masks\val\1119-dat_png_jpg.rf.qgD2CCe9FUTvgP3PFXvW__segment_crack.png,crack,val
dataset\images\val\1046-dat_png_jpg.rf.eII0a7LPVzg8U7ul0i15.jpg,dataset\masks\val\1046-dat_png_jpg.rf.eII0a7LPVzg8U7ul0i15__segment_crack.png,crack,val
dataset\images\val\crack294_jpg.rf.1OxBr1YFdt0wzPY9FOi4.jpg,dataset\masks\val\crack294_jpg.rf.1OxBr1YFdt0wzPY9FOi4__segment_crack.png,crack,val
dataset\images\val\crack-xl-300x300_jpg.rf.ORmQFAf6TcJnP6ABLXFb.jpg,dataset\masks\val\crack-xl-300x300_jpg.rf.ORmQFAf6TcJnP6ABLXFb__segment_crack.png,crack,val
dataset\images\val\cracking305_jpg.rf.1eM6UAV9sZdocY53IKep.jpg,dataset\masks\val\cracking305_jpg.rf.1eM6UAV9sZdocY53IKep__segment_crack.png,crack,val
dataset\images\val\Image_-449-_jpg.rf.riNkxpwFE46Jv0kCbULW.jpg,dataset\masks\val\Image_-449-_jpg.rf.riNkxpwFE46Jv0kCbULW__segment_crack.png,crack,val
dataset\images\val\wall20crack_jpg.rf.PVInVzRGkWBgH34gJljR.jpg,dataset\masks\val\wall20crack_jpg.rf.PVInVzRGkWBgH34gJljR__segment_crack.png,crack,val
dataset\images\val\00022_jpg.rf.2DZ3MxtU0oe1aqFHGeZd.jpg,dataset\masks\val\00022_jpg.rf.2DZ3MxtU0oe1aqFHGeZd__segment_crack.png,crack,val
dataset\images\val\cracking067_jpg.rf.PrOXvpGD3Qo3wxKzbSLU.jpg,dataset\masks\val\cracking067_jpg.rf.PrOXvpGD3Qo3wxKzbSLU__segment_crack.png,crack,val
dataset\images\val\cracking168_jpg.rf.szyPTX3JmmgVGR6kK6Py.jpg,dataset\masks\val\cracking168_jpg.rf.szyPTX3JmmgVGR6kK6Py__segment_crack.png,crack,val
dataset\images\val\cracking0102059_jpg.rf.3aAiICwf6yyb6FZpbz5g.jpg,dataset\masks\val\cracking0102059_jpg.rf.3aAiICwf6yyb6FZpbz5g__segment_crack.png,crack,val
dataset\images\val\cracking0102104_jpg.rf.R3nAK30k0gvT8khzYIJU.jpg,dataset\masks\val\cracking0102104_jpg.rf.R3nAK30k0gvT8khzYIJU__segment_crack.png,crack,val
dataset\images\val\2366_jpg.rf.1vLQKWow9dq6N2pPuqZo.jpg,dataset\masks\val\2366_jpg.rf.1vLQKWow9dq6N2pPuqZo__segment_crack.png,crack,val
dataset\images\val\WP6S2G7E75FFPFLA3RLQBAQGWQ_jpg.rf.3oMKdz9EzFthvc18b4Nc.jpg,dataset\masks\val\WP6S2G7E75FFPFLA3RLQBAQGWQ_jpg.rf.3oMKdz9EzFthvc18b4Nc__segment_crack.png,crack,val
dataset\images\val\2125_jpg.rf.vZ9aNMjEo9T1KO0WHZek.jpg,dataset\masks\val\2125_jpg.rf.vZ9aNMjEo9T1KO0WHZek__segment_crack.png,crack,val
dataset\images\val\3838_jpg.rf.ZOIn5DFvNnALHhcjFxZ7.jpg,dataset\masks\val\3838_jpg.rf.ZOIn5DFvNnALHhcjFxZ7__segment_crack.png,crack,val
dataset\images\val\2069_jpg.rf.vp5vvwu9r0Q5tOsrnVJf.jpg,dataset\masks\val\2069_jpg.rf.vp5vvwu9r0Q5tOsrnVJf__segment_crack.png,crack,val
dataset\images\val\2003_jpg.rf.4JtphsZLWOrGp0r5pPkU.jpg,dataset\masks\val\2003_jpg.rf.4JtphsZLWOrGp0r5pPkU__segment_crack.png,crack,val
dataset\images\val\photo_6186122103615503304_y_jpg.rf.aor9V5N5Yw3WUbFlFtEo.jpg,dataset\masks\val\photo_6186122103615503304_y_jpg.rf.aor9V5N5Yw3WUbFlFtEo__segment_crack.png,crack,val
dataset\images\val\a_5_49_png_jpg.rf.4vlwBLxpd17J6PgEPGaT.jpg,dataset\masks\val\a_5_49_png_jpg.rf.4vlwBLxpd17J6PgEPGaT__segment_crack.png,crack,val
dataset\images\val\1607_jpg.rf.wAugyAbYwgzyyg6RfLUG.jpg,dataset\masks\val\1607_jpg.rf.wAugyAbYwgzyyg6RfLUG__segment_crack.png,crack,val
dataset\images\val\beams_shear_failure-10_jpg.rf.b1VzzRS1TdnpjmthYI9x.jpg,dataset\masks\val\beams_shear_failure-10_jpg.rf.b1VzzRS1TdnpjmthYI9x__segment_crack.png,crack,val
dataset\images\val\411-dat_png_jpg.rf.wThs3RPyVDHgNFLfwa81.jpg,dataset\masks\val\411-dat_png_jpg.rf.wThs3RPyVDHgNFLfwa81__segment_crack.png,crack,val
dataset\images\val\crack259_jpg.rf.wNFPexvXxMql2TBYj4Ci.jpg,dataset\masks\val\crack259_jpg.rf.wNFPexvXxMql2TBYj4Ci__segment_crack.png,crack,val
dataset\images\val\2218_jpg.rf.cOyvGu9gRVBntGqmBJTL.jpg,dataset\masks\val\2218_jpg.rf.cOyvGu9gRVBntGqmBJTL__segment_crack.png,crack,val
dataset\images\val\crack334_jpg.rf.79LnRfimmenZF9xnPC3x.jpg,dataset\masks\val\crack334_jpg.rf.79LnRfimmenZF9xnPC3x__segment_crack.png,crack,val
